block_id,port_id
1,1
1,2
2,6
3,8
3,9
4,12
4,13
4,14
6,19
7,21
8,28
9,32
9,33
10,37
10,38
11,44
11,45
11,46
12,49
12,50
12,51
13,53
13,54
13,55
14,57
14,58
14,59
15,61
15,62
16,65
16,66
16,67
16,68
16,69
17,71
17,72
18,74
18,75
19,78
19,79
20,81
20,82
21,84
