port_id,channel_id
15,37
16,38
17,39
7,40
9,40
7,41
13,41
10,42
12,42
11,43
14,43
12,44
14,45
15,46
16,47
17,48
70,1
73,2
26,3
19,4
21,5
22,6
28,6
22,7
66,7
24,8
32,8
24,9
44,9
24,10
61,10
29,11
33,11
30,12
37,12
20,13
38,13
41,14
45,14
41,15
62,15
40,16
46,16
40,17
50,17
42,18
49,18
42,19
54,19
39,20
51,20
39,21
55,21
23,22
53,22
23,23
59,23
23,24
67,24
52,25
57,25
52,26
68,26
56,27
58,27
56,28
69,28
25,29
65,29
63,30
71,30
47,31
72,31
19,32
21,33
70,34
73,35
26,36
