port_id,channel_id
14,22
15,23
6,24
8,24
6,25
11,25
10,26
12,26
9,27
13,27
12,28
13,29
14,30
15,31
46,1
49,2
17,3
18,4
19,5
23,5
19,6
45,6
20,7
27,7
20,8
38,8
24,9
28,9
25,10
31,10
33,11
35,11
36,12
39,12
36,13
44,13
32,14
40,14
21,15
43,15
41,16
47,16
29,17
48,17
17,18
18,19
46,20
49,21
